type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_wine_datasulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_id,alcohol_content,good_or_bad
white,5.8,0.28,0.34,4.000,0.0310,40,99,0.98960,3.390,0.39,12.80,7,253,medium,good
white,7.7,0.11,0.34,14.050,0.0400,41,114,0.99634,3.070,0.59,11.00,7,254,medium-low,good
white,7.3,0.25,0.36,2.100,0.0340,30,177,0.99085,3.250,0.40,11.90,8,255,medium,good
white,6.5,0.13,0.37,1.000,0.0360,48,114,0.99110,3.410,0.51,11.50,8,256,medium,good
white,7.5,0.38,0.29,4.900,0.0210,38,113,0.99026,3.080,0.48,13.00,7,257,medium,good
white,7.0,0.22,0.31,2.700,0.0300,41,136,0.98980,3.160,0.37,12.70,7,258,medium,good
white,7.3,0.25,0.36,2.100,0.0340,30,177,0.99085,3.250,0.40,11.90,8,259,medium,good
white,7.9,0.18,0.33,1.200,0.0330,20,72,0.99220,3.120,0.38,10.50,7,260,medium-low,good
white,7.3,0.25,0.36,2.100,0.0340,30,177,0.99085,3.250,0.40,11.90,8,261,medium,good
white,5.5,0.34,0.26,2.200,0.0210,31,119,0.98919,3.550,0.49,13.00,8,262,medium,good
white,7.0,0.35,0.30,6.500,0.0280,27,87,0.99360,3.400,0.42,11.40,7,263,medium-low,good
white,6.7,0.36,0.26,7.900,0.0340,39,123,0.99119,2.990,0.30,12.20,7,264,medium,good
white,6.9,0.23,0.38,8.300,0.0470,47,162,0.99540,3.340,0.52,10.50,7,265,medium-low,good
white,7.5,0.34,0.35,6.000,0.0340,12,126,0.99240,3.160,0.39,12.00,7,266,medium,good
white,7.0,0.35,0.30,6.500,0.0280,27,87,0.99360,3.400,0.42,11.40,7,267,medium-low,good
white,6.1,0.38,0.42,5.000,0.0160,31,113,0.99007,3.150,0.31,12.40,7,268,medium,good
white,7.4,0.16,0.34,2.300,0.0450,74,214,0.99340,3.180,0.61,9.90,7,269,"low alcohol content",good
white,8.5,0.23,0.28,11.100,0.0330,30,97,0.99507,3.030,0.39,10.50,7,270,medium-low,good
white,6.7,0.18,0.28,10.200,0.0390,29,115,0.99469,3.110,0.45,10.90,7,271,medium-low,good
white,7.2,0.25,0.28,14.400,0.0550,55,205,0.99860,3.120,0.38,9.00,7,272,"low alcohol content",good
white,7.0,0.23,0.36,7.100,0.0280,31,104,0.99220,3.350,0.47,12.10,8,273,medium,good
white,6.7,0.18,0.28,10.200,0.0390,29,115,0.99469,3.110,0.45,10.90,7,274,medium-low,good
white,6.9,0.20,0.37,6.200,0.0270,24,97,0.99200,3.380,0.49,12.20,7,275,medium,good
white,6.8,0.18,0.28,9.800,0.0390,29,113,0.99406,3.110,0.45,10.90,7,276,medium-low,good
white,7.2,0.25,0.28,14.400,0.0550,55,205,0.99860,3.120,0.38,9.00,7,277,"low alcohol content",good
white,6.6,0.16,0.32,1.400,0.0350,49,186,0.99060,3.350,0.64,12.40,8,278,medium,good
white,7.2,0.19,0.31,6.300,0.0340,17,103,0.99305,3.150,0.52,11.40,7,279,medium-low,good
white,7.3,0.26,0.33,17.850,0.0490,42,195,1.00000,3.060,0.44,9.10,7,280,"low alcohol content",good
white,6.0,0.25,0.28,2.200,0.0260,54,126,0.98980,3.430,0.65,12.90,8,281,medium,good
white,7.2,0.25,0.28,14.400,0.0550,55,205,0.99860,3.120,0.38,9.00,7,282,"low alcohol content",good
white,5.0,0.27,0.32,4.500,0.0320,58,178,0.98956,3.450,0.31,12.60,7,283,medium,good
white,6.3,0.37,0.28,6.300,0.0340,45,152,0.99210,3.290,0.46,11.60,7,284,medium,good
white,7.3,0.26,0.33,17.850,0.0490,42,195,1.00000,3.060,0.44,9.10,7,285,"low alcohol content",good
white,6.6,0.20,0.27,10.900,0.0380,29,130,0.99496,3.110,0.44,10.50,7,286,medium-low,good
white,6.4,0.28,0.29,1.600,0.0520,34,127,0.99290,3.480,0.56,10.50,7,287,medium-low,good
white,7.2,0.25,0.28,14.400,0.0550,55,205,0.99860,3.120,0.38,9.00,7,288,"low alcohol content",good
white,6.8,0.18,0.28,9.800,0.0390,29,113,0.99406,3.110,0.45,10.90,7,289,medium-low,good
white,6.8,0.18,0.28,9.800,0.0390,29,113,0.99406,3.110,0.45,10.90,7,290,medium-low,good
white,5.9,0.46,0.14,2.700,0.0420,27,160,0.99310,3.460,0.51,10.60,7,291,medium-low,good
white,6.0,0.27,0.27,1.600,0.0460,32,113,0.99240,3.410,0.51,10.50,7,292,medium-low,good
white,6.5,0.35,0.36,0.800,0.0340,32,111,0.98942,3.110,0.50,12.10,8,293,medium,good
white,6.4,0.28,0.29,1.600,0.0520,34,127,0.99290,3.480,0.56,10.50,7,294,medium-low,good
white,6.0,0.32,0.30,1.300,0.0250,18,112,0.98802,3.070,0.64,13.30,7,295,medium,good
white,6.3,0.23,0.31,1.500,0.0220,11,82,0.98920,3.300,0.40,12.90,7,296,medium,good
white,6.8,0.18,0.28,9.800,0.0390,29,113,0.99406,3.110,0.45,10.90,7,297,medium-low,good
white,6.7,0.18,0.28,10.200,0.0390,29,115,0.99469,3.110,0.45,10.90,7,298,medium-low,good
white,7.0,0.17,0.31,4.800,0.0340,34,132,0.99440,3.360,0.48,9.60,7,299,"low alcohol content",good
white,6.6,0.20,0.27,10.900,0.0380,29,130,0.99496,3.110,0.44,10.50,7,300,medium-low,good
white,6.3,0.37,0.28,6.300,0.0340,45,152,0.99210,3.290,0.46,11.60,7,301,medium,good
white,7.2,0.19,0.31,6.300,0.0340,17,103,0.99305,3.150,0.52,11.40,7,302,medium-low,good
white,7.4,0.28,0.36,1.100,0.0280,42,105,0.98930,2.990,0.39,12.40,7,303,medium,good
white,5.0,0.27,0.32,4.500,0.0320,58,178,0.98956,3.450,0.31,12.60,7,304,medium,good
white,5.0,0.30,0.33,3.700,0.0300,54,173,0.98870,3.360,0.30,13.00,7,305,medium,good
white,7.1,0.23,0.39,1.600,0.0320,12,65,0.98980,3.250,0.40,12.70,7,306,medium,good
white,6.8,0.22,0.31,6.900,0.0370,33,121,0.99176,3.020,0.39,11.90,8,307,medium,good
white,6.0,0.24,0.27,1.900,0.0480,40,170,0.99380,3.640,0.54,10.00,7,308,medium-low,good
white,6.0,0.24,0.27,1.900,0.0480,40,170,0.99380,3.640,0.54,10.00,7,309,medium-low,good
white,5.4,0.22,0.29,1.200,0.0450,69,152,0.99178,3.760,0.63,11.00,7,310,medium-low,good
white,7.8,0.28,0.32,9.000,0.0360,34,115,0.99520,3.170,0.39,10.30,7,311,medium-low,good
white,7.1,0.47,0.29,14.800,0.0240,22,142,0.99518,3.120,0.48,12.00,8,312,medium,good
white,7.1,0.47,0.29,14.800,0.0240,22,142,0.99518,3.120,0.48,12.00,8,313,medium,good
white,6.5,0.18,0.31,1.700,0.0440,30,127,0.99280,3.490,0.50,10.20,7,314,medium-low,good
white,6.0,0.24,0.33,2.500,0.0260,31,85,0.99014,3.130,0.50,11.30,7,315,medium-low,good
white,5.6,0.20,0.66,10.200,0.0430,78,175,0.99450,2.980,0.43,10.40,7,316,medium-low,good
white,7.0,0.30,0.51,13.600,0.0500,40,168,0.99760,3.070,0.52,9.60,7,317,"low alcohol content",good
white,9.2,0.25,0.34,1.200,0.0260,31,93,0.99160,2.930,0.37,11.30,7,318,medium-low,good
white,6.8,0.28,0.43,7.600,0.0300,30,110,0.99164,3.080,0.59,12.50,8,319,medium,good
white,7.8,0.28,0.34,1.600,0.0280,32,118,0.99010,3.000,0.38,12.10,7,320,medium,good
white,7.0,0.53,0.43,6.100,0.0290,6,76,0.99118,3.080,0.50,12.50,8,321,medium,good
white,7.0,0.30,0.51,13.600,0.0500,40,168,0.99760,3.070,0.52,9.60,7,322,"low alcohol content",good
white,6.8,0.28,0.43,7.600,0.0300,30,110,0.99164,3.080,0.59,12.50,8,323,medium,good
white,7.8,0.28,0.34,1.600,0.0280,32,118,0.99010,3.000,0.38,12.10,7,324,medium,good
white,6.5,0.36,0.38,10.200,0.0280,20,82,0.99274,3.100,0.43,12.10,7,325,medium,good
white,9.2,0.25,0.34,1.200,0.0260,31,93,0.99160,2.930,0.37,11.30,7,326,medium-low,good
white,6.4,0.15,0.40,1.500,0.0420,23,87,0.98972,3.110,0.46,12.20,7,327,medium,good
white,7.6,0.33,0.35,6.300,0.0360,12,126,0.99240,3.160,0.39,12.00,7,328,medium,good
white,6.7,0.21,0.42,9.100,0.0490,31,150,0.99530,3.120,0.74,9.90,7,329,"low alcohol content",good
white,8.7,0.23,0.32,13.400,0.0440,35,169,0.99975,3.120,0.47,8.80,7,330,"low alcohol content",good
white,7.4,0.30,0.22,1.400,0.0460,16,135,0.99280,3.080,0.77,10.40,7,331,medium-low,good
white,8.7,0.23,0.32,13.400,0.0440,35,169,0.99975,3.120,0.47,8.80,7,332,"low alcohol content",good
white,5.8,0.31,0.32,4.500,0.0240,28,94,0.98906,3.250,0.52,13.70,7,333,medium-high,good
white,6.5,0.28,0.29,2.700,0.0380,26,107,0.99120,3.320,0.41,11.60,7,334,medium,good
white,6.9,0.19,0.35,1.700,0.0360,33,101,0.99315,3.210,0.54,10.80,7,335,medium-low,good
white,5.8,0.31,0.32,4.500,0.0240,28,94,0.98906,3.250,0.52,13.70,7,336,medium-high,good
white,7.3,0.21,0.29,1.600,0.0340,29,118,0.99170,3.300,0.50,11.00,8,337,medium-low,good
white,6.2,0.36,0.38,3.200,0.0310,20,89,0.98956,3.060,0.33,12.00,7,338,medium,good
white,7.2,0.20,0.34,2.700,0.0320,49,151,0.99000,3.160,0.39,12.70,7,339,medium,good
white,7.4,0.20,0.33,1.900,0.0350,39,138,0.99100,3.170,0.44,11.70,7,340,medium,good
white,7.3,0.21,0.29,1.600,0.0340,29,118,0.99170,3.300,0.50,11.00,8,341,medium-low,good
white,7.1,0.22,0.33,2.800,0.0330,48,153,0.98990,3.150,0.38,12.70,7,342,medium,good
white,7.0,0.25,0.45,2.300,0.0450,40,118,0.99064,3.160,0.48,11.90,7,343,medium,good
white,6.8,0.13,0.39,1.400,0.0340,19,102,0.99121,3.230,0.60,11.30,7,344,medium-low,good
white,8.7,0.23,0.32,13.400,0.0440,35,169,0.99975,3.120,0.47,8.80,7,345,"low alcohol content",good
white,6.5,0.28,0.29,2.700,0.0380,26,107,0.99120,3.320,0.41,11.60,7,346,medium,good
white,6.9,0.19,0.35,1.700,0.0360,33,101,0.99315,3.210,0.54,10.80,7,347,medium-low,good
white,5.1,0.33,0.27,6.700,0.0220,44,129,0.99221,3.360,0.39,11.00,7,348,medium-low,good
white,6.9,0.18,0.36,1.300,0.0360,40,117,0.99340,3.270,0.95,9.50,7,349,"low alcohol content",good
white,6.7,0.34,0.40,2.100,0.0330,34,111,0.98924,2.970,0.48,12.20,7,350,medium,good
white,6.9,0.18,0.36,1.300,0.0360,40,117,0.99340,3.270,0.95,9.50,7,351,"low alcohol content",good
white,6.7,0.14,0.51,4.300,0.0280,57,124,0.99176,2.910,0.54,10.70,7,352,medium-low,good
white,6.5,0.18,0.34,1.600,0.0400,43,148,0.99120,3.320,0.59,11.50,8,353,medium,good
white,7.0,0.25,0.45,2.300,0.0450,40,118,0.99064,3.160,0.48,11.90,7,354,medium,good
white,7.4,0.20,0.35,2.100,0.0380,30,116,0.99490,3.490,0.77,10.30,7,355,medium-low,good
white,7.6,0.20,0.39,2.600,0.0440,30,180,0.99410,3.460,0.44,10.80,7,356,medium-low,good
white,6.7,0.22,0.39,10.200,0.0380,60,149,0.99725,3.170,0.54,10.00,7,357,medium-low,good
white,6.5,0.23,0.39,1.900,0.0360,41,98,0.99000,3.190,0.43,11.90,7,358,medium,good
white,8.2,0.15,0.48,2.700,0.0520,24,190,0.99500,3.500,0.45,10.90,7,359,medium-low,good
white,6.5,0.18,0.34,1.600,0.0400,43,148,0.99120,3.320,0.59,11.50,8,360,medium,good
white,6.7,0.21,0.37,2.500,0.0340,35,89,0.99130,3.250,0.50,11.00,7,361,medium-low,good
white,8.1,0.27,0.35,1.700,0.0300,38,103,0.99255,3.220,0.63,10.40,8,362,medium-low,good
white,6.7,0.16,0.28,2.500,0.0460,40,153,0.99210,3.380,0.51,11.40,7,363,medium-low,good
white,7.3,0.25,0.42,14.200,0.0410,57,182,0.99960,3.290,0.75,9.10,7,364,"low alcohol content",good
white,6.9,0.18,0.36,1.300,0.0360,40,117,0.99340,3.270,0.95,9.50,7,365,"low alcohol content",good
white,7.4,0.23,0.25,1.400,0.0490,43,141,0.99340,3.420,0.54,10.20,7,366,medium-low,good
white,7.8,0.18,0.46,12.600,0.0420,41,143,1.00000,3.240,0.76,8.50,8,367,"low alcohol content",good
white,7.3,0.28,0.42,14.400,0.0400,49,173,0.99940,3.280,0.82,9.00,7,368,"low alcohol content",good
white,6.4,0.17,0.27,1.500,0.0370,20,98,0.99160,3.460,0.42,11.00,7,369,medium-low,good
white,7.1,0.21,0.32,2.200,0.0370,28,141,0.99300,3.200,0.57,10.00,7,370,medium-low,good
white,6.9,0.36,0.34,4.200,0.0180,57,119,0.98980,3.280,0.36,12.70,9,371,medium,good
white,7.7,0.43,0.28,4.500,0.0460,33,102,0.99180,3.160,0.56,12.20,7,372,medium,good
white,6.9,0.12,0.36,2.200,0.0370,18,111,0.99190,3.410,0.82,11.90,8,373,medium,good
white,6.5,0.23,0.39,1.900,0.0360,41,98,0.99000,3.190,0.43,11.90,7,374,medium,good
white,6.4,0.15,0.36,1.800,0.0340,43,150,0.99220,3.420,0.69,11.00,8,375,medium-low,good
white,6.4,0.15,0.36,1.800,0.0340,43,150,0.99220,3.420,0.69,11.00,8,376,medium-low,good
white,5.9,0.28,0.39,1.400,0.0310,47,147,0.98836,3.080,0.64,12.90,7,377,medium,good
white,7.1,0.21,0.32,2.200,0.0370,28,141,0.99300,3.200,0.57,10.00,7,378,medium-low,good
white,7.2,0.17,0.37,6.900,0.0590,47,128,0.99322,3.080,0.46,11.00,7,379,medium-low,good
white,6.1,0.34,0.27,2.600,0.0240,20,105,0.99060,3.400,0.67,12.20,7,380,medium,good
white,5.9,0.33,0.32,8.100,0.0380,9,34,0.99110,3.220,0.36,12.70,7,381,medium,good
white,6.5,0.30,0.32,2.000,0.0440,34,90,0.99185,3.370,0.68,11.00,7,382,medium-low,good
white,6.5,0.30,0.32,2.000,0.0440,34,90,0.99185,3.370,0.68,11.00,7,383,medium-low,good
white,6.7,0.24,0.29,6.800,0.0380,54,127,0.99320,3.330,0.46,11.60,7,384,medium,good
white,7.4,0.33,0.26,2.600,0.0400,29,115,0.99130,3.070,0.52,11.80,7,385,medium,good
white,5.8,0.26,0.18,1.200,0.0310,40,114,0.99080,3.420,0.40,11.00,7,386,medium-low,good
white,7.2,0.26,0.30,2.100,0.0330,50,158,0.99090,3.330,0.43,12.10,7,387,medium,good
white,7.0,0.31,0.29,1.400,0.0370,33,128,0.98960,3.120,0.36,12.20,7,388,medium,good
white,7.8,0.20,0.24,1.600,0.0260,26,189,0.99100,3.080,0.74,12.10,7,389,medium,good
white,5.8,0.26,0.18,1.200,0.0310,40,114,0.99080,3.420,0.40,11.00,7,390,medium-low,good
white,6.9,0.25,0.27,9.050,0.0390,37,128,0.99360,3.270,0.34,11.30,8,391,medium-low,good
white,6.6,0.20,0.38,7.900,0.0520,30,145,0.99470,3.320,0.56,11.00,7,392,medium-low,good
white,6.9,0.21,0.28,2.400,0.0560,49,159,0.99440,3.020,0.47,8.80,8,393,"low alcohol content",good
white,7.1,0.25,0.39,2.100,0.0360,30,124,0.99080,3.280,0.43,12.20,8,394,medium,good
white,8.2,0.42,0.29,4.100,0.0300,31,100,0.99110,3.000,0.32,12.80,7,395,medium,good
white,6.7,0.27,0.30,13.900,0.0290,34,131,0.99530,3.360,0.50,12.00,7,396,medium,good
white,8.2,0.42,0.29,4.100,0.0300,31,100,0.99110,3.000,0.32,12.80,7,397,medium,good
white,7.4,0.13,0.39,4.700,0.0420,36,137,0.99500,3.360,0.56,10.30,7,398,medium-low,good
white,8.6,0.18,0.40,1.100,0.0400,20,107,0.99230,2.940,0.32,10.20,7,399,medium-low,good
white,7.7,0.44,0.24,11.200,0.0310,41,167,0.99480,3.120,0.43,11.30,7,400,medium-low,good
white,7.0,0.11,0.32,4.600,0.0570,59,144,0.99560,3.550,0.44,9.40,7,401,"low alcohol content",good
white,7.9,0.28,0.41,2.000,0.0440,50,152,0.99340,3.450,0.49,10.70,8,402,medium-low,good
white,7.7,0.44,0.24,11.200,0.0310,41,167,0.99480,3.120,0.43,11.30,7,403,medium-low,good
white,6.7,0.25,0.33,2.900,0.0570,52,173,0.99340,3.020,0.48,9.50,7,404,"low alcohol content",good
white,7.4,0.49,0.24,15.100,0.0300,34,153,0.99530,3.130,0.51,12.00,7,405,medium,good
white,7.7,0.17,0.52,5.900,0.0170,21,84,0.99290,3.140,0.40,11.90,7,406,medium,good
white,7.7,0.44,0.24,11.200,0.0310,41,167,0.99480,3.120,0.43,11.30,7,407,medium-low,good
white,7.4,0.49,0.24,15.100,0.0300,34,153,0.99530,3.130,0.51,12.00,7,408,medium,good
white,6.8,0.39,0.34,7.400,0.0200,38,133,0.99212,3.180,0.44,12.00,7,409,medium,good
white,7.7,0.24,0.29,15.300,0.0440,39,194,0.99820,3.060,0.47,9.60,7,410,"low alcohol content",good
white,7.2,0.24,0.29,2.200,0.0370,37,102,0.99200,3.270,0.64,11.00,7,411,medium-low,good
white,5.4,0.42,0.19,1.600,0.0390,27,88,0.99265,3.540,0.41,10.00,7,412,medium-low,good
white,6.9,0.48,0.36,3.500,0.0300,31,135,0.99040,3.140,0.38,12.20,7,413,medium,good
white,7.2,0.24,0.29,2.200,0.0370,37,102,0.99200,3.270,0.64,11.00,7,414,medium-low,good
white,6.5,0.18,0.33,8.000,0.0510,16,131,0.99650,3.280,0.44,8.70,7,415,"low alcohol content",good
white,6.8,0.39,0.34,7.400,0.0200,38,133,0.99212,3.180,0.44,12.00,7,416,medium,good
white,7.1,0.36,0.37,4.800,0.0190,39,114,0.99036,3.080,0.49,12.70,7,417,medium,good
white,7.1,0.25,0.25,1.600,0.0460,50,181,0.99250,3.200,0.42,11.00,7,418,medium-low,good
white,6.7,0.15,0.29,5.000,0.0580,28,105,0.99460,3.520,0.44,10.20,7,419,medium-low,good
white,6.8,0.39,0.34,7.400,0.0200,38,133,0.99212,3.180,0.44,12.00,7,420,medium,good
white,6.4,0.18,0.31,1.600,0.0490,36,127,0.99340,3.600,0.67,10.40,7,421,medium-low,good
white,6.6,0.23,0.32,0.900,0.0410,25,79,0.99260,3.390,0.54,10.20,7,422,medium-low,good
white,7.1,0.36,0.37,4.800,0.0190,39,114,0.99036,3.080,0.49,12.70,7,423,medium,good
white,6.8,0.24,0.35,6.400,0.0480,44,172,0.99440,3.290,0.55,10.50,7,424,medium-low,good
white,7.3,0.13,0.31,2.300,0.0540,22,104,0.99240,3.240,0.92,11.50,7,425,medium,good
white,6.6,0.20,0.32,1.100,0.0390,25,78,0.99260,3.390,0.54,10.20,7,426,medium-low,good
white,5.6,0.28,0.40,6.100,0.0340,36,118,0.99144,3.210,0.43,12.10,7,427,medium,good
white,7.4,0.21,0.27,7.300,0.0310,41,144,0.99320,3.150,0.38,11.80,7,428,medium,good
white,8.0,0.42,0.36,5.000,0.0370,34,101,0.99200,3.130,0.57,12.30,7,429,medium,good
white,6.5,0.08,0.33,1.900,0.0280,23,93,0.99100,3.340,0.70,12.00,7,430,medium,good
white,6.7,0.33,0.36,6.600,0.0420,34,116,0.99123,2.970,0.31,12.20,8,431,medium,good
white,6.7,0.33,0.34,7.500,0.0360,39,124,0.99123,2.990,0.32,12.40,8,432,medium,good
white,5.5,0.42,0.09,1.600,0.0190,18,68,0.99060,3.330,0.51,11.40,7,433,medium-low,good
white,8.2,0.18,0.28,8.500,0.0350,41,140,0.99520,3.040,0.37,10.10,7,434,medium-low,good
white,5.1,0.42,0.01,1.500,0.0170,25,102,0.98940,3.380,0.36,12.30,7,435,medium,good
white,6.7,0.44,0.31,1.900,0.0300,41,104,0.99000,3.290,0.62,12.60,7,436,medium,good
white,5.9,0.32,0.28,4.700,0.0390,34,94,0.98964,3.220,0.57,13.10,7,437,medium,good
white,6.0,0.27,0.19,1.700,0.0200,24,110,0.98980,3.320,0.47,12.60,7,438,medium,good
white,7.9,0.37,0.30,2.700,0.0290,64,158,0.99160,3.120,0.59,12.00,7,439,medium,good
white,6.5,0.30,0.27,4.000,0.0380,37,97,0.99026,3.200,0.60,12.60,8,440,medium,good
white,7.2,0.36,0.36,5.700,0.0380,26,98,0.99140,2.930,0.59,12.50,7,441,medium,good
white,6.5,0.08,0.33,1.900,0.0280,23,93,0.99100,3.340,0.70,12.00,7,442,medium,good
white,5.4,0.45,0.27,6.400,0.0330,20,102,0.98944,3.220,0.27,13.40,8,443,medium,good
white,7.2,0.36,0.36,5.700,0.0380,26,98,0.99140,2.930,0.59,12.50,7,444,medium,good
white,7.7,0.28,0.33,6.700,0.0370,32,155,0.99510,3.390,0.62,10.70,7,445,medium-low,good
white,6.1,0.36,0.26,8.150,0.0350,14,88,0.99031,3.060,0.27,13.00,7,446,medium,good
white,6.2,0.37,0.24,6.100,0.0320,19,86,0.98934,3.040,0.26,13.40,8,447,medium,good
white,6.9,0.36,0.35,8.600,0.0380,37,125,0.99160,3.000,0.32,12.40,8,448,medium,good
white,7.7,0.28,0.33,6.700,0.0370,32,155,0.99510,3.390,0.62,10.70,7,449,medium-low,good
white,6.2,0.10,0.41,1.000,0.0400,17,76,0.98988,3.140,0.56,11.40,7,450,medium-low,good
white,7.7,0.28,0.39,8.900,0.0360,8,117,0.99350,3.060,0.38,12.00,7,451,medium,good
white,7.5,0.21,0.32,4.800,0.0560,39,113,0.99393,3.110,0.52,10.20,7,452,medium-low,good
white,7.6,0.21,0.60,2.100,0.0460,47,165,0.99360,3.050,0.54,10.10,7,453,medium-low,good
white,6.7,0.28,0.31,7.400,0.0410,7,81,0.99254,3.040,0.47,11.40,8,454,medium-low,good
white,8.0,0.19,0.36,1.800,0.0500,16,84,0.99360,3.150,0.45,9.80,7,455,"low alcohol content",good
white,7.6,0.31,0.24,1.800,0.0370,39,150,0.99130,3.050,0.44,11.80,7,456,medium,good
white,6.7,0.18,0.37,1.300,0.0270,42,125,0.98939,3.240,0.37,12.80,7,457,medium,good
white,6.0,0.28,0.27,15.500,0.0360,31,134,0.99408,3.190,0.44,13.00,7,458,medium,good
white,7.0,0.17,0.36,6.400,0.0550,42,123,0.99318,3.110,0.50,11.00,8,459,medium-low,good
white,6.9,0.24,0.39,1.300,0.0630,18,136,0.99280,3.310,0.48,10.40,7,460,medium-low,good
white,6.0,0.28,0.27,15.500,0.0360,31,134,0.99408,3.190,0.44,13.00,7,461,medium,good
white,6.3,0.22,0.28,2.400,0.0420,38,102,0.98998,3.140,0.37,11.60,7,462,medium,good
white,6.6,0.22,0.37,1.200,0.0590,45,199,0.99300,3.370,0.55,10.30,7,463,medium-low,good
white,8.1,0.26,0.33,11.100,0.0520,53,158,0.99760,3.030,0.49,10.20,7,464,medium-low,good
white,5.8,0.28,0.30,1.500,0.0260,31,114,0.98952,3.320,0.60,12.50,7,465,medium,good
white,6.0,0.24,0.28,3.950,0.0380,61,134,0.99146,3.300,0.54,11.30,7,466,medium-low,good
white,7.7,0.16,0.41,1.700,0.0480,60,173,0.99320,3.240,0.66,11.20,7,467,medium-low,good
white,6.4,0.22,0.38,9.100,0.0440,35,127,0.99326,2.970,0.30,11.00,7,468,medium-low,good
white,8.6,0.20,0.42,1.500,0.0410,35,125,0.99250,3.110,0.49,11.40,7,469,medium-low,good
white,6.4,0.22,0.38,9.100,0.0440,35,127,0.99326,2.970,0.30,11.00,7,470,medium-low,good
white,7.3,0.13,0.27,4.600,0.0800,34,172,0.99380,3.230,0.39,11.10,7,471,medium-low,good
white,8.6,0.20,0.42,1.500,0.0410,35,125,0.99250,3.110,0.49,11.40,7,472,medium-low,good
white,7.2,0.19,0.31,1.400,0.0460,37,135,0.99390,3.340,0.57,10.20,7,473,medium-low,good
white,8.1,0.31,0.36,8.200,0.0280,29,142,0.99250,3.010,0.34,13.00,7,474,medium,good
white,6.8,0.19,0.32,7.050,0.0190,54,188,0.99350,3.250,0.37,11.10,8,475,medium-low,good
white,6.1,0.33,0.30,3.000,0.0360,30,124,0.98922,3.310,0.40,13.10,7,476,medium,good
white,8.0,0.23,0.35,9.200,0.0440,53,186,0.99700,3.090,0.56,9.50,7,477,"low alcohol content",good
white,6.8,0.21,0.40,6.300,0.0320,40,121,0.99214,3.180,0.53,12.00,7,478,medium,good
white,6.0,0.28,0.27,15.500,0.0360,31,134,0.99408,3.190,0.44,13.00,7,479,medium,good
white,5.2,0.31,0.36,5.100,0.0310,46,145,0.98970,3.140,0.31,12.40,7,480,medium,good
white,6.3,0.41,0.30,3.200,0.0300,49,164,0.99270,3.530,0.79,11.70,7,481,medium,good
white,6.9,0.33,0.31,4.200,0.0400,21,93,0.98960,3.180,0.48,13.40,7,482,medium,good
white,5.6,0.42,0.34,2.400,0.0220,34,97,0.98915,3.220,0.38,12.80,7,483,medium,good
white,6.3,0.41,0.30,3.200,0.0300,49,164,0.99270,3.530,0.79,11.70,7,484,medium,good
white,6.5,0.16,0.34,1.400,0.0290,29,133,0.99108,3.330,0.64,11.50,7,485,medium,good
white,6.0,0.20,0.32,3.000,0.0310,26,118,0.99134,3.380,0.68,11.20,7,486,medium-low,good
white,7.6,0.20,0.30,14.200,0.0560,53,213,0.99900,3.140,0.46,8.90,8,487,"low alcohol content",good
white,6.4,0.22,0.38,9.100,0.0440,35,127,0.99326,2.970,0.30,11.00,7,488,medium-low,good
white,7.1,0.36,0.28,2.400,0.0360,35,115,0.98936,3.190,0.44,13.50,7,489,medium-high,good
white,7.6,0.20,0.30,14.200,0.0560,53,213,0.99900,3.140,0.46,8.90,8,490,"low alcohol content",good
white,6.8,0.45,0.36,5.000,0.0330,28,156,0.99100,3.110,0.40,12.40,7,491,medium,good
white,6.5,0.19,0.28,1.400,0.0460,22,90,0.99038,3.180,0.51,11.70,7,492,medium,good
white,7.6,0.20,0.30,14.200,0.0560,53,213,0.99900,3.140,0.46,8.90,8,493,"low alcohol content",good
white,6.8,0.19,0.33,1.300,0.0310,22,87,0.98987,3.080,0.62,12.30,7,494,medium,good
white,6.6,0.29,0.39,6.750,0.0310,22,98,0.99130,3.150,0.80,12.90,7,495,medium,good
white,7.6,0.20,0.30,14.200,0.0560,53,213,0.99900,3.140,0.46,8.90,8,496,"low alcohol content",good
white,7.2,0.33,0.34,2.000,0.0440,61,171,0.98947,3.250,0.53,13.30,7,497,medium,good
white,6.2,0.35,0.31,2.600,0.0360,37,92,0.98938,3.270,0.53,12.80,7,498,medium,good
white,7.6,0.20,0.30,14.200,0.0560,53,213,0.99900,3.140,0.46,8.90,8,499,"low alcohol content",good
white,6.6,0.33,0.40,2.650,0.0410,35,86,0.98916,3.110,0.39,13.30,7,500,medium,good
white,7.1,0.33,0.30,3.300,0.0340,30,102,0.99120,3.080,0.31,12.30,7,501,medium,good
white,6.2,0.20,0.26,1.100,0.0470,42,119,0.99158,3.480,0.60,11.00,7,502,medium-low,good
white,7.6,0.20,0.30,14.200,0.0560,53,213,0.99900,3.140,0.46,8.90,8,503,"low alcohol content",good
white,6.6,0.29,0.29,1.800,0.0360,38,102,0.98819,3.080,0.42,13.70,7,504,medium-high,good
white,6.4,0.23,0.35,4.600,0.0390,43,147,0.99216,3.180,0.40,11.00,7,505,medium-low,good
white,6.6,0.34,0.24,3.300,0.0340,29,99,0.99031,3.100,0.40,12.30,7,506,medium,good
white,6.9,0.33,0.62,7.500,0.0380,46,132,0.99143,3.230,0.43,13.40,7,507,medium,good
